questionId,frontendQuestionId,title,titleSlug,difficulty,acRate,isPaidOnly,topics,hasSolution,hasVideoSolution,url
356,356,Line Reflection,line-reflection,Medium,35.9,True,"Array, Hash Table, Math",False,False,https://leetcode.com/problems/line-reflection
357,357,Count Numbers with Unique Digits,count-numbers-with-unique-digits,Medium,54.04,False,"Math, Dynamic Programming, Backtracking",False,False,https://leetcode.com/problems/count-numbers-with-unique-digits
358,358,Rearrange String k Distance Apart,rearrange-string-k-distance-apart,Hard,39.29,True,"Hash Table, String, Greedy, Sorting, Heap (Priority Queue), Counting",True,False,https://leetcode.com/problems/rearrange-string-k-distance-apart
359,359,Logger Rate Limiter,logger-rate-limiter,Easy,76.38,True,"Hash Table, Design, Data Stream",True,True,https://leetcode.com/problems/logger-rate-limiter
360,360,Sort Transformed Array,sort-transformed-array,Medium,56.82,True,"Array, Math, Two Pointers, Sorting",True,False,https://leetcode.com/problems/sort-transformed-array
361,361,Bomb Enemy,bomb-enemy,Medium,52.04,True,"Array, Dynamic Programming, Matrix",True,False,https://leetcode.com/problems/bomb-enemy
362,362,Design Hit Counter,design-hit-counter,Medium,69.05,True,"Array, Binary Search, Design, Queue, Data Stream",True,False,https://leetcode.com/problems/design-hit-counter
363,363,Max Sum of Rectangle No Larger Than K,max-sum-of-rectangle-no-larger-than-k,Hard,44.52,False,"Array, Binary Search, Matrix, Prefix Sum, Ordered Set",True,False,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k
364,364,Nested List Weight Sum II,nested-list-weight-sum-ii,Medium,65.12,True,"Stack, Depth-First Search, Breadth-First Search",True,False,https://leetcode.com/problems/nested-list-weight-sum-ii
365,365,Water and Jug Problem,water-and-jug-problem,Medium,42.61,False,"Math, Depth-First Search, Breadth-First Search",False,False,https://leetcode.com/problems/water-and-jug-problem
366,366,Find Leaves of Binary Tree,find-leaves-of-binary-tree,Medium,80.99,True,"Tree, Depth-First Search, Binary Tree",True,True,https://leetcode.com/problems/find-leaves-of-binary-tree
367,367,Valid Perfect Square,valid-perfect-square,Easy,44.08,False,"Math, Binary Search",True,False,https://leetcode.com/problems/valid-perfect-square
368,368,Largest Divisible Subset,largest-divisible-subset,Medium,45.94,False,"Array, Math, Dynamic Programming, Sorting",True,False,https://leetcode.com/problems/largest-divisible-subset
369,369,Plus One Linked List,plus-one-linked-list,Medium,61.14,True,"Linked List, Math",True,True,https://leetcode.com/problems/plus-one-linked-list
370,370,Range Addition,range-addition,Medium,72.17,True,"Array, Prefix Sum",True,False,https://leetcode.com/problems/range-addition
371,371,Sum of Two Integers,sum-of-two-integers,Medium,53.3,False,"Math, Bit Manipulation",True,False,https://leetcode.com/problems/sum-of-two-integers
372,372,Super Pow,super-pow,Medium,35.33,False,"Math, Divide and Conquer",False,False,https://leetcode.com/problems/super-pow
373,373,Find K Pairs with Smallest Sums,find-k-pairs-with-smallest-sums,Medium,40.48,False,"Array, Heap (Priority Queue)",True,False,https://leetcode.com/problems/find-k-pairs-with-smallest-sums
374,374,Guess Number Higher or Lower,guess-number-higher-or-lower,Easy,55.33,False,"Binary Search, Interactive",True,True,https://leetcode.com/problems/guess-number-higher-or-lower
375,375,Guess Number Higher or Lower II,guess-number-higher-or-lower-ii,Medium,50.75,False,"Math, Dynamic Programming, Game Theory",True,False,https://leetcode.com/problems/guess-number-higher-or-lower-ii
376,376,Wiggle Subsequence,wiggle-subsequence,Medium,48.77,False,"Array, Dynamic Programming, Greedy",True,False,https://leetcode.com/problems/wiggle-subsequence
377,377,Combination Sum IV,combination-sum-iv,Medium,54.56,False,"Array, Dynamic Programming",True,False,https://leetcode.com/problems/combination-sum-iv
378,378,Kth Smallest Element in a Sorted Matrix,kth-smallest-element-in-a-sorted-matrix,Medium,63.31,False,"Array, Binary Search, Sorting, Heap (Priority Queue), Matrix",True,False,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix
379,379,Design Phone Directory,design-phone-directory,Medium,52.23,True,"Array, Hash Table, Linked List, Design, Queue",True,False,https://leetcode.com/problems/design-phone-directory
380,380,Insert Delete GetRandom O(1),insert-delete-getrandom-o1,Medium,54.95,False,"Array, Hash Table, Math, Design, Randomized",True,False,https://leetcode.com/problems/insert-delete-getrandom-o1
381,381,Insert Delete GetRandom O(1) - Duplicates allowed,insert-delete-getrandom-o1-duplicates-allowed,Hard,35.83,False,"Array, Hash Table, Math, Design, Randomized",True,False,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed
382,382,Linked List Random Node,linked-list-random-node,Medium,63.81,False,"Linked List, Math, Reservoir Sampling, Randomized",True,False,https://leetcode.com/problems/linked-list-random-node
383,383,Ransom Note,ransom-note,Easy,64.05,False,"Hash Table, String, Counting",True,True,https://leetcode.com/problems/ransom-note
384,384,Shuffle an Array,shuffle-an-array,Medium,58.88,False,"Array, Math, Design, Randomized",True,False,https://leetcode.com/problems/shuffle-an-array
385,385,Mini Parser,mini-parser,Medium,39.73,False,"String, Stack, Depth-First Search",False,False,https://leetcode.com/problems/mini-parser
386,386,Lexicographical Numbers,lexicographical-numbers,Medium,73.02,False,"Depth-First Search, Trie",True,False,https://leetcode.com/problems/lexicographical-numbers
387,387,First Unique Character in a String,first-unique-character-in-a-string,Easy,63.32,False,"Hash Table, String, Queue, Counting",True,True,https://leetcode.com/problems/first-unique-character-in-a-string
388,388,Longest Absolute File Path,longest-absolute-file-path,Medium,48.19,False,"String, Stack, Depth-First Search",False,False,https://leetcode.com/problems/longest-absolute-file-path
389,389,Find the Difference,find-the-difference,Easy,59.62,False,"Hash Table, String, Bit Manipulation, Sorting",True,False,https://leetcode.com/problems/find-the-difference
390,390,Elimination Game,elimination-game,Medium,44.92,False,"Math, Recursion",False,False,https://leetcode.com/problems/elimination-game
391,391,Perfect Rectangle,perfect-rectangle,Hard,34.88,False,"Array, Line Sweep",False,False,https://leetcode.com/problems/perfect-rectangle
392,392,Is Subsequence,is-subsequence,Easy,48.26,False,"Two Pointers, String, Dynamic Programming",True,False,https://leetcode.com/problems/is-subsequence
393,393,UTF-8 Validation,utf-8-validation,Medium,45.44,False,"Array, Bit Manipulation",True,False,https://leetcode.com/problems/utf-8-validation
394,394,Decode String,decode-string,Medium,60.78,False,"String, Stack, Recursion",True,False,https://leetcode.com/problems/decode-string
395,395,Longest Substring with At Least K Repeating Characters,longest-substring-with-at-least-k-repeating-characters,Medium,45.34,False,"Hash Table, String, Divide and Conquer, Sliding Window",True,False,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters
396,396,Rotate Function,rotate-function,Medium,43.68,False,"Array, Math, Dynamic Programming",False,False,https://leetcode.com/problems/rotate-function
397,397,Integer Replacement,integer-replacement,Medium,36.35,False,"Dynamic Programming, Greedy, Bit Manipulation, Memoization",False,False,https://leetcode.com/problems/integer-replacement
398,398,Random Pick Index,random-pick-index,Medium,64.35,False,"Hash Table, Math, Reservoir Sampling, Randomized",True,False,https://leetcode.com/problems/random-pick-index
399,399,Evaluate Division,evaluate-division,Medium,62.83,False,"Array, String, Depth-First Search, Breadth-First Search, Union Find, Graph, Shortest Path",True,False,https://leetcode.com/problems/evaluate-division
400,400,Nth Digit,nth-digit,Medium,35.42,False,"Math, Binary Search",False,False,https://leetcode.com/problems/nth-digit
401,401,Binary Watch,binary-watch,Easy,56.12,False,"Backtracking, Bit Manipulation",False,False,https://leetcode.com/problems/binary-watch
402,402,Remove K Digits,remove-k-digits,Medium,34.52,False,"String, Stack, Greedy, Monotonic Stack",True,False,https://leetcode.com/problems/remove-k-digits
403,403,Frog Jump,frog-jump,Hard,46.4,False,"Array, Dynamic Programming",True,False,https://leetcode.com/problems/frog-jump
404,404,Sum of Left Leaves,sum-of-left-leaves,Easy,61.42,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",True,False,https://leetcode.com/problems/sum-of-left-leaves
405,405,Convert a Number to Hexadecimal,convert-a-number-to-hexadecimal,Easy,50.41,False,"Math, Bit Manipulation",False,False,https://leetcode.com/problems/convert-a-number-to-hexadecimal
406,406,Queue Reconstruction by Height,queue-reconstruction-by-height,Medium,74.03,False,"Array, Binary Indexed Tree, Segment Tree, Sorting",True,False,https://leetcode.com/problems/queue-reconstruction-by-height
407,407,Trapping Rain Water II,trapping-rain-water-ii,Hard,58.73,False,"Array, Breadth-First Search, Heap (Priority Queue), Matrix",True,False,https://leetcode.com/problems/trapping-rain-water-ii
408,408,Valid Word Abbreviation,valid-word-abbreviation,Easy,36.69,True,"Two Pointers, String",False,False,https://leetcode.com/problems/valid-word-abbreviation
409,409,Longest Palindrome,longest-palindrome,Easy,55.47,False,"Hash Table, String, Greedy",True,False,https://leetcode.com/problems/longest-palindrome
410,410,Split Array Largest Sum,split-array-largest-sum,Hard,57.52,False,"Array, Binary Search, Dynamic Programming, Greedy, Prefix Sum",True,False,https://leetcode.com/problems/split-array-largest-sum
411,411,Minimum Unique Word Abbreviation,minimum-unique-word-abbreviation,Hard,40.08,True,"Array, String, Backtracking, Bit Manipulation",False,False,https://leetcode.com/problems/minimum-unique-word-abbreviation
412,412,Fizz Buzz,fizz-buzz,Easy,74.02,False,"Math, String, Simulation",True,True,https://leetcode.com/problems/fizz-buzz
413,413,Arithmetic Slices,arithmetic-slices,Medium,64.84,False,"Array, Dynamic Programming, Sliding Window",True,False,https://leetcode.com/problems/arithmetic-slices
414,414,Third Maximum Number,third-maximum-number,Easy,36.76,False,"Array, Sorting",True,False,https://leetcode.com/problems/third-maximum-number
415,415,Add Strings,add-strings,Easy,51.77,False,"Math, String, Simulation",True,False,https://leetcode.com/problems/add-strings
416,416,Partition Equal Subset Sum,partition-equal-subset-sum,Medium,47.28,False,"Array, Dynamic Programming",True,True,https://leetcode.com/problems/partition-equal-subset-sum
417,417,Pacific Atlantic Water Flow,pacific-atlantic-water-flow,Medium,57.05,False,"Array, Depth-First Search, Breadth-First Search, Matrix",True,False,https://leetcode.com/problems/pacific-atlantic-water-flow
418,418,Sentence Screen Fitting,sentence-screen-fitting,Medium,36.31,True,"Array, String, Dynamic Programming",False,False,https://leetcode.com/problems/sentence-screen-fitting
419,419,Battleships in a Board,battleships-in-a-board,Medium,76.29,False,"Array, Depth-First Search, Matrix",False,False,https://leetcode.com/problems/battleships-in-a-board
420,420,Strong Password Checker,strong-password-checker,Hard,14.44,False,"String, Greedy, Heap (Priority Queue)",False,False,https://leetcode.com/problems/strong-password-checker
421,421,Maximum XOR of Two Numbers in an Array,maximum-xor-of-two-numbers-in-an-array,Medium,53.19,False,"Array, Hash Table, Bit Manipulation, Trie",True,False,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array
422,422,Valid Word Square,valid-word-square,Easy,41.91,True,"Array, Matrix",True,False,https://leetcode.com/problems/valid-word-square
423,423,Reconstruct Original Digits from English,reconstruct-original-digits-from-english,Medium,51.49,False,"Hash Table, Math, String",True,False,https://leetcode.com/problems/reconstruct-original-digits-from-english
424,424,Longest Repeating Character Replacement,longest-repeating-character-replacement,Medium,56.58,False,"Hash Table, String, Sliding Window",True,False,https://leetcode.com/problems/longest-repeating-character-replacement
425,425,Word Squares,word-squares,Hard,53.82,True,"Array, String, Backtracking, Trie",True,False,https://leetcode.com/problems/word-squares
758,426,Convert Binary Search Tree to Sorted Doubly Linked List,convert-binary-search-tree-to-sorted-doubly-linked-list,Medium,65.39,True,"Linked List, Stack, Tree, Depth-First Search, Binary Search Tree, Binary Tree, Doubly-Linked List",True,False,https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list
772,427,Construct Quad Tree,construct-quad-tree,Medium,76.74,False,"Array, Divide and Conquer, Tree, Matrix",True,False,https://leetcode.com/problems/construct-quad-tree
765,428,Serialize and Deserialize N-ary Tree,serialize-and-deserialize-n-ary-tree,Hard,68.11,True,"String, Tree, Depth-First Search, Breadth-First Search",True,False,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree
764,429,N-ary Tree Level Order Traversal,n-ary-tree-level-order-traversal,Medium,71.17,False,"Tree, Breadth-First Search",True,False,https://leetcode.com/problems/n-ary-tree-level-order-traversal
766,430,Flatten a Multilevel Doubly Linked List,flatten-a-multilevel-doubly-linked-list,Medium,61.02,False,"Linked List, Depth-First Search, Doubly-Linked List",True,False,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list
771,431,Encode N-ary Tree to Binary Tree,encode-n-ary-tree-to-binary-tree,Hard,80.07,True,"Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree",True,False,https://leetcode.com/problems/encode-n-ary-tree-to-binary-tree
432,432,All O`one Data Structure,all-oone-data-structure,Hard,44.78,False,"Hash Table, Linked List, Design, Doubly-Linked List",True,False,https://leetcode.com/problems/all-oone-data-structure
433,433,Minimum Genetic Mutation,minimum-genetic-mutation,Medium,55.12,False,"Hash Table, String, Breadth-First Search",True,False,https://leetcode.com/problems/minimum-genetic-mutation
434,434,Number of Segments in a String,number-of-segments-in-a-string,Easy,36.29,False,String,True,False,https://leetcode.com/problems/number-of-segments-in-a-string
435,435,Non-overlapping Intervals,non-overlapping-intervals,Medium,55.06,False,"Array, Dynamic Programming, Greedy, Sorting",True,False,https://leetcode.com/problems/non-overlapping-intervals
436,436,Find Right Interval,find-right-interval,Medium,53.45,False,"Array, Binary Search, Sorting",False,False,https://leetcode.com/problems/find-right-interval
437,437,Path Sum III,path-sum-iii,Medium,46.04,False,"Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/path-sum-iii
438,438,Find All Anagrams in a String,find-all-anagrams-in-a-string,Medium,51.9,False,"Hash Table, String, Sliding Window",True,False,https://leetcode.com/problems/find-all-anagrams-in-a-string
439,439,Ternary Expression Parser,ternary-expression-parser,Medium,61.84,True,"String, Stack, Recursion",True,False,https://leetcode.com/problems/ternary-expression-parser
440,440,K-th Smallest in Lexicographical Order,k-th-smallest-in-lexicographical-order,Hard,41.96,False,Trie,True,False,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order
441,441,Arranging Coins,arranging-coins,Easy,47.23,False,"Math, Binary Search",True,False,https://leetcode.com/problems/arranging-coins
442,442,Find All Duplicates in an Array,find-all-duplicates-in-an-array,Medium,76.27,False,"Array, Hash Table",True,False,https://leetcode.com/problems/find-all-duplicates-in-an-array
443,443,String Compression,string-compression,Medium,57.44,False,"Two Pointers, String",True,False,https://leetcode.com/problems/string-compression
444,444,Sequence Reconstruction,sequence-reconstruction,Medium,29.23,True,"Array, Graph, Topological Sort",False,False,https://leetcode.com/problems/sequence-reconstruction
445,445,Add Two Numbers II,add-two-numbers-ii,Medium,61.6,False,"Linked List, Math, Stack",True,False,https://leetcode.com/problems/add-two-numbers-ii
446,446,Arithmetic Slices II - Subsequence,arithmetic-slices-ii-subsequence,Hard,54.54,False,"Array, Dynamic Programming",True,False,https://leetcode.com/problems/arithmetic-slices-ii-subsequence
447,447,Number of Boomerangs,number-of-boomerangs,Medium,56.2,False,"Array, Hash Table, Math",False,False,https://leetcode.com/problems/number-of-boomerangs
448,448,Find All Numbers Disappeared in an Array,find-all-numbers-disappeared-in-an-array,Easy,62.08,False,"Array, Hash Table",True,False,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array
449,449,Serialize and Deserialize BST,serialize-and-deserialize-bst,Medium,58.39,False,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Search Tree, Binary Tree",True,False,https://leetcode.com/problems/serialize-and-deserialize-bst
450,450,Delete Node in a BST,delete-node-in-a-bst,Medium,52.62,False,"Tree, Binary Search Tree, Binary Tree",True,False,https://leetcode.com/problems/delete-node-in-a-bst
451,451,Sort Characters By Frequency,sort-characters-by-frequency,Medium,73.74,False,"Hash Table, String, Sorting, Heap (Priority Queue), Bucket Sort, Counting",True,False,https://leetcode.com/problems/sort-characters-by-frequency
452,452,Minimum Number of Arrows to Burst Balloons,minimum-number-of-arrows-to-burst-balloons,Medium,60.1,False,"Array, Greedy, Sorting",True,False,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons
453,453,Minimum Moves to Equal Array Elements,minimum-moves-to-equal-array-elements,Medium,57.56,False,"Array, Math",True,False,https://leetcode.com/problems/minimum-moves-to-equal-array-elements
454,454,4Sum II,4sum-ii,Medium,57.5,False,"Array, Hash Table",True,False,https://leetcode.com/problems/4sum-ii
455,455,Assign Cookies,assign-cookies,Easy,53.54,False,"Array, Two Pointers, Greedy, Sorting",True,False,https://leetcode.com/problems/assign-cookies
456,456,132 Pattern,132-pattern,Medium,33.86,False,"Array, Binary Search, Stack, Monotonic Stack, Ordered Set",True,True,https://leetcode.com/problems/132-pattern
457,457,Circular Array Loop,circular-array-loop,Medium,35.28,False,"Array, Hash Table, Two Pointers",False,False,https://leetcode.com/problems/circular-array-loop
458,458,Poor Pigs,poor-pigs,Hard,59.3,False,"Math, Dynamic Programming, Combinatorics",True,False,https://leetcode.com/problems/poor-pigs
459,459,Repeated Substring Pattern,repeated-substring-pattern,Easy,46.66,False,"String, String Matching",True,False,https://leetcode.com/problems/repeated-substring-pattern
460,460,LFU Cache,lfu-cache,Hard,45.99,False,"Hash Table, Linked List, Design, Doubly-Linked List",True,False,https://leetcode.com/problems/lfu-cache
461,461,Hamming Distance,hamming-distance,Easy,75.91,False,Bit Manipulation,True,False,https://leetcode.com/problems/hamming-distance
462,462,Minimum Moves to Equal Array Elements II,minimum-moves-to-equal-array-elements-ii,Medium,60.8,False,"Array, Math, Sorting",True,False,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii
463,463,Island Perimeter,island-perimeter,Easy,73.34,False,"Array, Depth-First Search, Breadth-First Search, Matrix",True,False,https://leetcode.com/problems/island-perimeter
464,464,Can I Win,can-i-win,Medium,30.14,False,"Math, Dynamic Programming, Bit Manipulation, Memoization, Game Theory, Bitmask",False,False,https://leetcode.com/problems/can-i-win
465,465,Optimal Account Balancing,optimal-account-balancing,Hard,49.72,True,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",True,False,https://leetcode.com/problems/optimal-account-balancing
466,466,Count The Repetitions,count-the-repetitions,Hard,31.46,False,"String, Dynamic Programming",True,False,https://leetcode.com/problems/count-the-repetitions
467,467,Unique Substrings in Wraparound String,unique-substrings-in-wraparound-string,Medium,40.89,False,"String, Dynamic Programming",False,False,https://leetcode.com/problems/unique-substrings-in-wraparound-string
468,468,Validate IP Address,validate-ip-address,Medium,27.71,False,String,True,False,https://leetcode.com/problems/validate-ip-address
469,469,Convex Polygon,convex-polygon,Medium,39.79,True,"Array, Math, Geometry",False,False,https://leetcode.com/problems/convex-polygon
903,470,Implement Rand10() Using Rand7(),implement-rand10-using-rand7,Medium,45.87,False,"Math, Rejection Sampling, Randomized, Probability and Statistics",True,False,https://leetcode.com/problems/implement-rand10-using-rand7
471,471,Encode String with Shortest Length,encode-string-with-shortest-length,Hard,50.46,True,"String, Dynamic Programming",False,False,https://leetcode.com/problems/encode-string-with-shortest-length
472,472,Concatenated Words,concatenated-words,Hard,49.37,False,"Array, String, Dynamic Programming, Depth-First Search, Trie",True,False,https://leetcode.com/problems/concatenated-words
473,473,Matchsticks to Square,matchsticks-to-square,Medium,40.74,False,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",True,False,https://leetcode.com/problems/matchsticks-to-square
474,474,Ones and Zeroes,ones-and-zeroes,Medium,48.54,False,"Array, String, Dynamic Programming",True,False,https://leetcode.com/problems/ones-and-zeroes
475,475,Heaters,heaters,Medium,39.5,False,"Array, Two Pointers, Binary Search, Sorting",False,False,https://leetcode.com/problems/heaters
476,476,Number Complement,number-complement,Easy,70.3,False,Bit Manipulation,True,False,https://leetcode.com/problems/number-complement
477,477,Total Hamming Distance,total-hamming-distance,Medium,53.53,False,"Array, Math, Bit Manipulation",True,False,https://leetcode.com/problems/total-hamming-distance
915,478,Generate Random Point in a Circle,generate-random-point-in-a-circle,Medium,40.64,False,"Math, Geometry, Rejection Sampling, Randomized",True,False,https://leetcode.com/problems/generate-random-point-in-a-circle
479,479,Largest Palindrome Product,largest-palindrome-product,Hard,34.68,False,"Math, Enumeration",False,False,https://leetcode.com/problems/largest-palindrome-product
480,480,Sliding Window Median,sliding-window-median,Hard,38.64,False,"Array, Hash Table, Sliding Window, Heap (Priority Queue)",True,False,https://leetcode.com/problems/sliding-window-median
481,481,Magical String,magical-string,Medium,52.13,False,"Two Pointers, String",False,False,https://leetcode.com/problems/magical-string
482,482,License Key Formatting,license-key-formatting,Easy,44.5,False,String,True,False,https://leetcode.com/problems/license-key-formatting
483,483,Smallest Good Base,smallest-good-base,Hard,42.83,False,"Math, Binary Search",False,False,https://leetcode.com/problems/smallest-good-base
484,484,Find Permutation,find-permutation,Medium,66.96,True,"Array, String, Stack, Greedy",True,False,https://leetcode.com/problems/find-permutation
485,485,Max Consecutive Ones,max-consecutive-ones,Easy,61.91,False,Array,True,False,https://leetcode.com/problems/max-consecutive-ones
486,486,Predict the Winner,predict-the-winner,Medium,55.56,False,"Array, Math, Dynamic Programming, Recursion, Game Theory",True,True,https://leetcode.com/problems/predict-the-winner
487,487,Max Consecutive Ones II,max-consecutive-ones-ii,Medium,51.37,True,"Array, Dynamic Programming, Sliding Window",True,False,https://leetcode.com/problems/max-consecutive-ones-ii
488,488,Zuma Game,zuma-game,Hard,31.8,False,"String, Dynamic Programming, Stack, Breadth-First Search, Memoization",False,False,https://leetcode.com/problems/zuma-game
865,489,Robot Room Cleaner,robot-room-cleaner,Hard,77.25,True,"Backtracking, Interactive",True,False,https://leetcode.com/problems/robot-room-cleaner
490,490,The Maze,the-maze,Medium,59.17,True,"Array, Depth-First Search, Breadth-First Search, Matrix",True,False,https://leetcode.com/problems/the-maze
491,491,Non-decreasing Subsequences,non-decreasing-subsequences,Medium,61.45,False,"Array, Hash Table, Backtracking, Bit Manipulation",True,False,https://leetcode.com/problems/non-decreasing-subsequences
492,492,Construct the Rectangle,construct-the-rectangle,Easy,60.09,False,Math,False,False,https://leetcode.com/problems/construct-the-rectangle
493,493,Reverse Pairs,reverse-pairs,Hard,31.79,False,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",True,False,https://leetcode.com/problems/reverse-pairs
494,494,Target Sum,target-sum,Medium,50.38,False,"Array, Dynamic Programming, Backtracking",True,False,https://leetcode.com/problems/target-sum
495,495,Teemo Attacking,teemo-attacking,Easy,56.86,False,"Array, Simulation",True,False,https://leetcode.com/problems/teemo-attacking
496,496,Next Greater Element I,next-greater-element-i,Easy,74.04,False,"Array, Hash Table, Stack, Monotonic Stack",True,False,https://leetcode.com/problems/next-greater-element-i
914,497,Random Point in Non-overlapping Rectangles,random-point-in-non-overlapping-rectangles,Medium,40.85,False,"Array, Math, Binary Search, Reservoir Sampling, Prefix Sum, Ordered Set, Randomized",True,False,https://leetcode.com/problems/random-point-in-non-overlapping-rectangles
498,498,Diagonal Traverse,diagonal-traverse,Medium,62.61,False,"Array, Matrix, Simulation",True,False,https://leetcode.com/problems/diagonal-traverse
499,499,The Maze III,the-maze-iii,Hard,50.3,True,"Array, String, Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path",True,False,https://leetcode.com/problems/the-maze-iii
500,500,Keyboard Row,keyboard-row,Easy,72.16,False,"Array, Hash Table, String",False,False,https://leetcode.com/problems/keyboard-row
501,501,Find Mode in Binary Search Tree,find-mode-in-binary-search-tree,Easy,57.24,False,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",True,False,https://leetcode.com/problems/find-mode-in-binary-search-tree
502,502,IPO,ipo,Hard,53.01,False,"Array, Greedy, Sorting, Heap (Priority Queue)",True,False,https://leetcode.com/problems/ipo
503,503,Next Greater Element II,next-greater-element-ii,Medium,65.68,False,"Array, Stack, Monotonic Stack",True,False,https://leetcode.com/problems/next-greater-element-ii
504,504,Base 7,base-7,Easy,51.59,False,Math,False,False,https://leetcode.com/problems/base-7
505,505,The Maze II,the-maze-ii,Medium,54.01,True,"Array, Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path",True,False,https://leetcode.com/problems/the-maze-ii
506,506,Relative Ranks,relative-ranks,Easy,72.98,False,"Array, Sorting, Heap (Priority Queue)",True,False,https://leetcode.com/problems/relative-ranks
507,507,Perfect Number,perfect-number,Easy,44.15,False,Math,True,False,https://leetcode.com/problems/perfect-number
508,508,Most Frequent Subtree Sum,most-frequent-subtree-sum,Medium,67.56,False,"Hash Table, Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/most-frequent-subtree-sum
1013,509,Fibonacci Number,fibonacci-number,Easy,72.63,False,"Math, Dynamic Programming, Recursion, Memoization",True,False,https://leetcode.com/problems/fibonacci-number
509,510,Inorder Successor in BST II,inorder-successor-in-bst-ii,Medium,60.94,True,"Tree, Binary Search Tree, Binary Tree",True,False,https://leetcode.com/problems/inorder-successor-in-bst-ii
1179,511,Game Play Analysis I,game-play-analysis-i,Easy,75.52,False,Database,True,False,https://leetcode.com/problems/game-play-analysis-i
1180,512,Game Play Analysis II,game-play-analysis-ii,Easy,53.74,True,Database,True,False,https://leetcode.com/problems/game-play-analysis-ii
513,513,Find Bottom Left Tree Value,find-bottom-left-tree-value,Medium,71.62,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",True,False,https://leetcode.com/problems/find-bottom-left-tree-value
514,514,Freedom Trail,freedom-trail,Hard,58.83,False,"String, Dynamic Programming, Depth-First Search, Breadth-First Search",True,False,https://leetcode.com/problems/freedom-trail
515,515,Find Largest Value in Each Tree Row,find-largest-value-in-each-tree-row,Medium,66.39,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",True,False,https://leetcode.com/problems/find-largest-value-in-each-tree-row
516,516,Longest Palindromic Subsequence,longest-palindromic-subsequence,Medium,63.73,False,"String, Dynamic Programming",True,False,https://leetcode.com/problems/longest-palindromic-subsequence
517,517,Super Washing Machines,super-washing-machines,Hard,42.16,False,"Array, Greedy",True,False,https://leetcode.com/problems/super-washing-machines
518,518,Coin Change II,coin-change-ii,Medium,63.01,False,"Array, Dynamic Programming",True,False,https://leetcode.com/problems/coin-change-ii
913,519,Random Flip Matrix,random-flip-matrix,Medium,43.27,False,"Hash Table, Math, Reservoir Sampling, Randomized",True,False,https://leetcode.com/problems/random-flip-matrix
520,520,Detect Capital,detect-capital,Easy,56.13,False,String,True,False,https://leetcode.com/problems/detect-capital
521,521,Longest Uncommon Subsequence I,longest-uncommon-subsequence-i,Easy,61.18,False,String,True,False,https://leetcode.com/problems/longest-uncommon-subsequence-i
522,522,Longest Uncommon Subsequence II,longest-uncommon-subsequence-ii,Medium,42.71,False,"Array, Hash Table, Two Pointers, String, Sorting",False,False,https://leetcode.com/problems/longest-uncommon-subsequence-ii
523,523,Continuous Subarray Sum,continuous-subarray-sum,Medium,30.75,False,"Array, Hash Table, Math, Prefix Sum",True,False,https://leetcode.com/problems/continuous-subarray-sum
524,524,Longest Word in Dictionary through Deleting,longest-word-in-dictionary-through-deleting,Medium,51.63,False,"Array, Two Pointers, String, Sorting",True,False,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting
525,525,Contiguous Array,contiguous-array,Medium,49.02,False,"Array, Hash Table, Prefix Sum",True,False,https://leetcode.com/problems/contiguous-array
526,526,Beautiful Arrangement,beautiful-arrangement,Medium,64.46,False,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",True,False,https://leetcode.com/problems/beautiful-arrangement
527,527,Word Abbreviation,word-abbreviation,Hard,61.72,True,"Array, String, Greedy, Trie, Sorting",True,False,https://leetcode.com/problems/word-abbreviation
912,528,Random Pick with Weight,random-pick-with-weight,Medium,48.32,False,"Array, Math, Binary Search, Prefix Sum, Randomized",True,False,https://leetcode.com/problems/random-pick-with-weight
